 L.A. County rental listings 6-16-2025,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
25555347,,5107,5107   5th Ave ,Los Angeles,90043,3,2.00 (2 0 0 0),,,,"$3,600","$3,600","$3,600","1,000",$3.60,1922,1,Outside,No,1-Year,Unfurnished,310-905-7228,"5,703"
25555029,,6110,6110   De Longpre Ave #3,Los Angeles,90028,2,2.00 (2 0 0 0),,,,"$3,600","$3,600","$3,600","1,300",$2.77,1921,1,In Unit,Yes,"1+Year,1-Year,24 Months,12 Months",Unfurnished,310-467-7051,"6,620"
25555005,Townhouse,10790,10790   Rose Ave #107,Los Angeles,90034,2,3.00 (3 0 0 0),,,,"$3,600","$3,600","$3,600","1,784",$2.02,1996,0,"In Unit,Inside",No,1+Year,Unfurnished,310-749-1486,"25,262"
25554289,Apartment,8704,8704   Gregory Way ##3,Los Angeles,90035,3,2.00 (2 0 0 0),,,,"$3,600","$3,600","$3,600","1,400",$2.57,1965,3,In Closet,Call,12 Months,Unfurnished,310-820-1343,"5,591"
25554541,,6625,6625   Duchess Dr ,Whittier,90606,3,3.00 (2 0 1 0),,,,"$3,650","$3,650","$3,650","1,200",$3.04,2025,0,"In Closet,Laundry Closet Stacked",Call,1+Year,Unfurnished,323-578-8423,"7,269"
25546541,Condominium,4240,4240   Lost Hills Rd #1602,Calabasas,91301,2,2.00 (2 0 0 0),,,,"$3,650","$3,650","$3,650","1,054",$3.46,1988,2,"In Unit,Room",Yes,1+Year,Unfurnished,805-377-7458,"588,037"
CV25120248MR,Condominium,606,606   Asbury DR ,CLAREMONT,91711,3,3.00 (3 0 0 0),,$500.00,,"$3,650","$5,000","$3,650","1,430",$2.55,2006,2,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,On Upper Level,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,,"36,483"
OC25139093MR,Condominium,700,700  E Ocean BLVD #1103,LONG BEACH,90802,1,2.00 (1 0 1 0),,$0.00,150,"$3,695","$3,695","$3,695",880,$4.20,1965,1,"Dryer,Dryer Included,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,1-Year,Unfurnished,2135038022,"33,204"
AR25137723MR,Single Family,224,224  W Cypress AVE ,MONROVIA,91016,3,2.00 (1 1 0 0),,$600.00,,"$3,700","$4,000","$3,700","1,183",$3.13,1946,2,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,626-393-5695,"9,870"
25556161,,13331,13331   Moorpark St #205,Sherman Oaks,91423,2,2.00 (2 0 0 0),,$300.00,,"$3,700","$1,850","$3,700","1,283",$2.88,1984,2,In Unit,Yes,12 Months,Both,310-571-5699,"38,938"
25554147,,900,900  S Kenmore Ave #504,Los Angeles,90006,3,2.00 (2 0 0 0),,,,"$3,700","$3,700","$3,700","1,403",$2.64,2020,2,In Unit,Call,1-Year,Unfurnished,213-505-6345,"13,307"
25555171,,1034,1034  N Kenmore Ave ,Los Angeles,90029,2,1.00 (1 0 0 0),,,,"$3,700","$4,000","$3,700","1,130",$3.27,1923,1,Inside,No,1+Year,Unfurnished,310-713-2812,"3,892"
PV25137026MR,Single Family,101,101   Via Los Altos  ,REDONDO BEACH,90277,1,1.00 (1 0 0 0),,$0.00,,"$3,700","$3,700","$3,700",760,$4.87,2025,0,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,818.404.0779,"6,534"
SR25136170MR,Townhouse,22309,22309   James Alan CIR #3,CHATSWORTH,91311,3,3.00 (2 0 1 0),,$500.00,,"$3,700","$3,700","$3,700","1,747",$2.12,1969,2,"Dryer,Dryer Included,Electric Dryer Hookup,Garage,Hookup - Electric,Washer,Washer Hookup,Washer Included",,1-Year,Unfurnished,818-730-5594,"61,112"
SR25136580MR,Townhouse,28632,28632  N Pietro DR ,VALENCIA,91354,3,3.00 (2 0 1 0),,$0.00,,"$3,750","$3,750","$3,750","1,730",$2.17,2012,2,In Closet,,1-Year,Unfurnished,818-298-1187,"180,089"
PW25140231MR,Single Family,12716,12716   Vista Verde Drive ,NORWALK,90650,3,2.00 (2 0 0 0),,$0.00,150,"$3,750","$3,650","$3,750","1,646",$2.28,1991,2,Garage,No,1-Year,Furnished,714-493-4444,"5,380"
25555631,Apartment,14,14   Brooks Ave #1,Venice,90291,0,1.00 (1 0 0 0),,,,"$3,750","$3,750","$3,750",450,$8.33,2023,1,Community,Call,1+Year,Furnished,310-936-3050,"6,025"
AR25139800MR,Condominium,380,380  S Euclid AVE #210,PASADENA,91101,2,2.00 (2 0 0 0),,$500.00,,"$3,750","$5,000","$3,750","1,413",$2.65,1970,2,Community,,1-Year,Unfurnished,626-353-7645,"31,634"
CV25137198MR,Single Family,700,700  W 2nd ST #3,AZUSA,91702,3,3.00 (2 0 1 0),,$500.00,50,"$3,750","$4,000","$3,750","1,822",$2.06,1987,4,Garage,,1-Year,Unfurnished,626-629-8727,"6,000"
BB25137948MR,Apartment,11812,11812   Gilmore ST ,NORTH HOLLYWOOD,91606,3,3.00 (3 0 0 0),,$0.00,,"$3,795","$3,795","$3,795","1,539",$2.47,2024,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-208-0495,"11,245"
25556089,,12488,12488   GILMORE AVE #4,LOS ANGELES,90066,3,2.00 (2 0 0 0),,,,"$3,795","$3,795","$3,795","1,400",$2.71,1963,2,"Community,Laundry Area",Yes,"1+Year,1-Year,Negotiable",Unfurnished,310-386-4398,"4,816"
25554797,,1920,1920   Overland Ave #103,Los Angeles,90025,2,2.00 (2 0 0 0),,,,"$3,795","$3,795","$3,795",950,$3.99,1987,2,In Unit,Yes,1-Year,Unfurnished,310-473-3000,"6,106"
SB25135721MR,Townhouse,2931,2931   Plaza Del Amo  #89,TORRANCE,90503,2,3.00 (3 0 0 0),,$0.00,,"$3,795","$7,590","$3,795","1,361",$2.79,1985,2,Garage,No,1-Year,Unfurnished,310-350-1749,"128,103"
SR25138292MR,Apartment,1456,1456  S Wooster ST #5,LOS ANGELES,90035,3,2.00 (2 0 0 0),,$500.00,175,"$3,799","$3,799","$3,799","1,300",$2.92,1962,3,In Closet,,1-Year,Unfurnished,818-770-5500,"6,507"
25554233,,1250,1250  N Crescent Heights Blvd #3,West Hollywood,90046,2,1.00 (1 0 0 0),,,,"$3,799","$3,799","$3,799",,$0,1950,1,Laundry Closet Stacked,Call,1+Year,Unfurnished,213-280-9620,"14,832"
CV25115125MR,,707,707   Ocean View AVE ,MONROVIA,91016,3,2.00 (1 1 0 0),,$0.00,,"$3,800","$5,000","$3,800","1,439",$2.64,1947,2,"Dryer,Dryer Included,Washer,Washer Included",No,1-Year,Unfurnished,626-643-7606,"10,005"
CV25137066MR,Condominium,600,600  N Atlantic BLVD #209,MONTEREY PARK,91754,3,3.00 (3 0 0 0),,$0.00,,"$3,800","$5,700","$3,800","1,650",$2.30,2010,2,Inside,No,1-Year,Unfurnished,909-331-8778,"287,163"
SR25138895MR,Townhouse,8554,8554   Burnet AVE #135,NORTH HILLS,91343,3,3.00 (3 0 0 0),,$150.00,25,"$3,800","$3,800","$3,800","1,537",$2.47,2003,2,"Gas Dryer Hookup,Inside,Washer Hookup",,1-Year,Unfurnished,818-326-8427,"137,750"
SB25131119MR,,5183,5183   Inglewood BLVD ,CULVER CITY,90230,2,2.00 (0 1 1 0),,$0.00,,"$3,800","$3,800","$3,800","2,454",$1.55,1958,0,"Dryer,Dryer Included,Gas Dryer Hookup,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,310-733-6819,"2,391"
PTP2504580MR,Apartment,10300,10300   Venice BLVD #401,CULVER CITY,90232,2,2.00 (2 0 0 0),,$0.00,,"$3,850","$3,850","$3,850","1,080",$3.56,2021,2,"Dryer,Dryer Included,In Closet,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",Yes,,Unfurnished,,"13,068"
TR25140136MR,Single Family,1908,1908   Glenstone AVE ,HACIENDA HEIGHTS,91745,3,2.00 (2 0 0 0),500,$500.00,150,"$3,850","$7,900","$3,850","1,223",$3.15,1959,2,"Garage,Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,626-377-3837,"5,832"
OC25138161MR,Single Family,650,650  W Florence AVE ,LA HABRA,90631,3,2.00 (2 0 0 0),,$500.00,,"$3,850","$4,000","$3,850","1,831",$2.10,1959,2,"Dryer,Dryer Included,Garage,Washer,Washer Included",,1-Year,Unfurnished,949-409-8585,"7,638"
25554279,,4112,4112 1/2 S Normandie Ave ,Los Angeles,90037,4,4.00 (4 0 0 0),,,,"$3,850","$3,850","$3,850","1,605",$2.40,2019,0,In Unit,No,1+Year,Unfurnished,213-675-6407,"6,153"
25554259,,4112,4112  S Normandie Ave ,Los Angeles,90037,4,4.00 (4 0 0 0),,,,"$3,850","$3,850","$3,850","1,605",$2.40,2019,0,In Unit,No,1+Year,Unfurnished,213-675-6407,"6,153"
25554387,Condominium,5115,5115   Kester Ave #9,Sherman Oaks,91403,2,3.00 (1 1 1 0),,,,"$3,850","$3,850","$3,850","1,315",$2.93,1975,2,"Inside,Laundry Area",Yes,"1-Year,1+Year,Other",Unfurnished,323-638-7567,"57,443"
25555165,,1144,1144   15th St #B,Santa Monica,90403,1,1.00 (1 0 0 0),,,,"$3,850","$3,850","$3,850",600,$6.42,1938,0,In Unit,Yes,12 Months,Both,310-699-9224,"7,495"
TR25138880MR,Condominium,8,8   Bethpage LN ,PHILLIPS RANCH,91766,3,3.00 (3 0 0 0),,$0.00,,"$3,865","$38,065","$3,865","1,832",$2.11,2019,2,Inside,,1-Year,Unfurnished,,"64,685"
25555079,,1536,1536   11th St #A,Santa Monica,90401,2,1.00 (1 0 0 0),,,,"$3,895","$3,895","$3,895",800,$4.87,1939,1,In Unit,Call,1-Year,Unfurnished,310-923-1732,"7,505"
25554503,Apartment,4000,4000   Mont Clair St #403,Los Angeles,90018,3,2.00 (2 0 0 0),,$500.00,,"$3,900","$3,900","$3,900","1,172",$3.33,2025,3,In Unit,Yes,1+Year,Unfurnished,916-562-3518,"8,496"
25552221,Apartment,517,517  N Francisca Ave #2,Redondo Beach,90277,2,2.00 (1 0 1 0),,,,"$3,900","$3,800","$3,900","1,100",$3.55,1971,0,Community,Yes,"1+Year,1-Year,12 Months",Unfurnished,213-442-0211,"5,978"
25555749,,30319,30319   Cedar Oak Ln ,Castaic,91384,3,3.00 (3 0 0 0),,,25,"$3,900","$3,900","$3,900","1,861",$2.10,2001,4,"Room,On Upper Level",Call,12 Months,Unfurnished,310-430-8641,"105,851"
PW25136547MR,Single Family,5471,5471   Olive AVE #front hous,LONG BEACH,90805,4,3.00 (3 0 0 0),,$100.00,,"$3,900","$3,900","$3,900","1,250",$3.12,2022,0,Inside,,1-Year,Unfurnished,7149368900,"5,021"
SR25104516MR,Single Family,5338,5338   Campo RD ,WOODLAND HILLS,91364,3,1.00 (1 0 0 0),,$500.00,,"$3,900","$7,800","$3,900","1,200",$3.25,1954,0,"Inside,Room",,1-Year,Unfurnished,818-932-5300,"7,568"
SR25137348MR,Single Family,13142,13142   Reedley ST ,ARLETA,91331,3,2.00 (2 0 0 0),1000,$350.00,,"$4,000","$3,900","$3,900","1,332",$2.93,1976,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,661-347-6346,"6,298"
SR25139166MR,Single Family,6933,6933   White Oak AVE ,RESEDA,91335,3,2.00 (2 0 0 0),,"$1,000.00",,"$3,950","$3,950","$3,950","1,299",$3.04,1949,0,"In Kitchen,Inside",,1-Year,Unfurnished,818-606-6069,"6,304"
SW25139620MR,Townhouse,1436,1436   S Bedford St #5,LOS ANGELES,90035,3,2.00 (2 0 0 0),,$100.00,,"$3,950",$0,"$3,950","1,000",$3.95,1964,3,Inside,,1-Year,Unfurnished,626-255-3925,"12,000"
SR25135145MR,Single Family,8920,8920   Darby AVE ,NORTHRIDGE,91325,3,1.00 (1 0 0 0),,$0.00,50,"$3,950","$3,950","$3,950","1,274",$3.10,1950,2,"Gas Dryer Hookup,In Kitchen,Room,Washer Hookup",No,1-Year,Unfurnished,818-439-8087,"8,100"
PV25139854MR,Apartment,124,124   Lyndon ST #126,HERMOSA BEACH,90254,2,1.00 (1 0 0 0),,$0.00,,"$3,950","$3,950","$3,950",750,$5.27,1961,0,"Dryer,Dryer Included,In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",No,"1+Year,1-Year",Unfurnished,310-720-4852,"3,294"
25555677,,835,835  S Sherbourne Dr #9,Los Angeles,90035,2,2.00 (2 0 0 0),,,,"$3,950","$3,950","$3,950",,$0,1957,0,In Kitchen,Yes,1+Year,Unfurnished,310-756-4814,"12,003"
OC25137118MR,Single Family,20970,20970   Divonne DR ,WALNUT,91789,4,3.00 (3 0 0 0),,$500.00,,"$4,000","$4,000","$3,950","1,721",$2.30,1965,2,"Gas Dryer Hookup,Washer Hookup",,Negotiable,Unfurnished,310-508-9049,"7,123"
25554349,,2315,2315   Mira Vista Ave #104,Montrose,91020,3,3.00 (3 0 0 0),,,,"$3,950","$3,950","$3,950","1,460",$2.71,2005,0,In Unit,No,1+Year,Unfurnished,213-435-0073,"9,006"
25555413,Townhouse,4248,4248  W Kling St ,Burbank,91505,3,3.00 (3 0 0 0),,,,"$3,950","$3,950","$3,950","1,473",$2.68,1962,2,In Unit,No,1-Year,Unfurnished,818-486-0981,"54,156"
25555609,,11950,11950   Erwin Street St #B-148,North Hollywood,91606,2,2.00 (2 0 0 0),,,,"$3,959",$750,"$3,959","1,081",$3.66,,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,"86,735"
25555445,,1300,1300   Midvale Ave.  #206,Los Angeles,90024,2,2.00 (2 0 0 0),,,,"$3,980","$3,980","$3,980",,$0,,2,Community,Call,1-Year,Unfurnished,310-498-1090,"7,031"
IG25137557MR,Single Family,2868,2868   Yojoa PL ,HACIENDA HEIGHTS,91745,5,4.00 (3 0 1 0),,$600.00,200,"$3,980","$3,980","$3,980","1,831",$2.17,1962,2,"Dryer,Dryer Included,Outside,Washer,Washer Hookup,Washer Included",,1-Year,Furnished,626-922-1888,"13,613"
25555793,Apartment,8263,8263  W 4th St ,Los Angeles,90048,2,1.00 (1 0 0 0),,,,"$3,980","$3,980","$3,980","1,275",$3.12,1926,1,Inside,Call,1+Year,Unfurnished,323-253-6771,"6,255"
SB25138994MR,Apartment,511,511  S Harbor  #400,SAN PEDRO,90731,2,2.00 (2 0 0 0),,$500.00,,"$3,981","$1,000","$3,981",939,$4.24,2024,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,909-289-2693,"33,105"
25555703,,2033,2033   Beloit Ave #307,Los Angeles,90025,2,2.00 (2 0 0 0),,,,"$3,990","$3,990","$3,990",,$0,1999,2,In Unit,Yes,1+Year,Unfurnished,310-988-8923,"13,492"
25555717,,12109,12109   Hoffman St #12109 1/2,Studio City,91604,2,1.00 (1 0 0 0),,,,"$3,995","$3,995","$3,995","1,200",$3.33,1928,1,"In Unit,Inside,Laundry Closet Stacked",Call,1+Year,Unfurnished,310-625-9005,"7,203"
25555379,,3111,3111   4th St #218,Santa Monica,90405,1,1.00 (1 0 0 0),,,,"$3,995","$3,995","$3,995","1,000",$4.00,1971,1,Community,Call,"1+Year,Negotiable",Unfurnished,310-717-8680,"39,648"
25554603,,641,641  N Irving Blvd ,Los Angeles,90004,2,2.00 (2 0 0 0),,,,"$3,995","$3,995","$3,995","1,300",$3.07,1925,1,In Kitchen,Yes,1+Year,Unfurnished,323-788-4663,"4,560"
25533637,Apartment,1169,1169   Amherst Ave ,Los Angeles,90049,2,1.00 (1 0 0 0),,,,"$3,995","$3,995","$3,995","4,448",$0.90,1950,1,"Community,Outside",Call,"1+Year,1-Year,12 Months,24 Months,6 Months,Month-to-Month,Negotiable,Other,Renewal Options",Furnished,213-605-6296,"5,642"
25541625,,4051,4051  S Normandie Ave #Lower Unit,Los Angeles,90037,4,3.00 (3 0 0 0),,,,"$3,995","$4,500","$3,995","1,500",$2.66,1913,0,In Unit,Call,"1+Year,1-Year,12 Months,6 Months,24 Months,Negotiable",Unfurnished,818-730-7622,"6,450"
25554099,,1242,1242  S Holt Ave #103,Los Angeles,90035,3,3.00 (2 0 1 0),,,,"$2,850","$3,995","$3,995","10,492",$0.38,1988,2,Laundry Area,Yes,1+Year,Unfurnished,310-886-9451,"7,859"
TR25139288MR,Single Family,1210,1210   Flintlock RD #2,DIAMOND BAR,91765,3,3.00 (3 0 0 0),,$500.00,,"$4,100","$3,998","$3,998","1,000",$4.00,2025,0,"Gas Dryer Hookup,Washer Hookup",,"1+Year,1-Year",Unfurnished,,"9,222"
SR25141203MR,Condominium,28606,28606   Jardineras DR ,VALENCIA,91354,3,3.00 (3 0 0 0),,"$1,000.00",100,"$3,999","$3,999","$3,999","1,440",$2.78,2020,2,"Dryer,Dryer Included,In Closet,Laundry Chute,Washer,Washer Included",,1-Year,Unfurnished,661-877-0323,"67,396"
SR25139496MR,Single Family,7661,7661   Penfield AVE ,WINNETKA,91306,3,3.00 (2 0 1 0),,$0.00,,"$4,000","$4,500","$4,000","1,000",$4,2025,0,"Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,,"7,505"
SR25138397MR,Townhouse,20406,20406   Paseo Cresta  ,Porter Ranch,91326,3,3.00 (3 0 0 0),,$0.00,,"$4,000","$6,000","$4,000","1,485",$2.69,2010,2,In Closet,,1-Year,Unfurnished,818-201-7743,"27,064"
SR25136551MR,Condominium,121,121  S Hope ST #423,LOS ANGELES,90012,1,2.00 (2 0 0 0),,$500.00,100,"$4,000","$4,000","$4,000","1,227",$3.26,1980,2,"Community,Laundry Area",,1-Year,Unfurnished,818-339-5498,"67,210"
SB25132117MR,Condominium,5500,5500   Torrance BLVD #A207,TORRANCE,90503,3,2.00 (2 0 0 0),,$0.00,,"$4,000","$6,000","$4,000","1,383",$2.89,1990,2,Gas Or Electric Dryer Hookup,No,1-Year,Unfurnished,310-218-2985,"139,992"
SB25138322MR,Single Family,385,385  W 19th ST ,SAN PEDRO,90731,3,2.00 (2 0 0 0),,$0.00,,"$4,000","$4,000","$4,000","1,419",$2.82,2011,2,Inside,No,"1+Year,1-Year,Negotiable",Unfurnished,310 462-4150,"5,404"
PV25137323MR,,4543,4543  W 168th ST ,LAWNDALE,90260,3,3.00 (2 0 1 0),,$0.00,,"$4,000","$4,000","$4,000","1,467",$2.73,1986,2,"Dryer,Dryer Included,Room,Washer,Washer Included",,1-Year,Unfurnished,310-871-4681,"5,800"
RS25136904MR,Single Family,7733,7733   Corey ST ,DOWNEY,90242,3,2.00 (2 0 0 0),,$0.00,,"$4,000","$4,000","$4,000","1,381",$2.90,1941,0,"Garage,Outside",,"1-Year,Negotiable",Unfurnished,562-233-4154,"13,528"
RS25138504MR,Single Family,17916,17916   Gridley RD ,ARTESIA,90701,3,3.00 (2 0 1 0),,$500.00,,"$4,000","$4,000","$4,000","1,462",$2.74,1956,0,Room,,1-Year,Unfurnished,562-618-0524,"6,748"
WS25123806MR,Condominium,327,327  E Live Oak ST #R,SAN GABRIEL,91776,3,3.00 (3 0 0 0),,$0.00,,"$4,000","$4,000","$4,000","1,368",$2.92,1972,2,Inside,No,1+Year,Unfurnished,626-731-3339,"32,703"
25554615,,13743,13743   Cordary Ave ,Hawthorne,90250,3,3.00 (2 0 1 0),,,,"$4,000","$4,000","$4,000","1,480",$2.70,2007,3,"On Upper Level,Laundry Area",Call,1-Year,Unfurnished,424-202-4730,"1,698"
25554395,,4125,4125 1/2  Huron Ave ,Culver City,90232,2,2.00 (1 1 0 0),,,,"$4,000","$8,000","$4,000",,$0,,0,In Unit,Call,1+Year,Furnished,310-904-9570,"6,551"
25554489,,1511,1511   STANFORD ST #A,SANTA MONICA,90404,1,1.00 (1 0 0 0),,,,"$4,000","$4,000","$4,000",600,$6.67,1941,1,In Unit,Call,1+Year,Unfurnished,310-625-6656,"8,700"
25554757,,2447,2447  N Beachwood Dr #1,Los Angeles,90068,2,2.00 (2 0 0 0),,,,"$4,000","$4,000","$4,000",,$0,1968,2,In Unit,Call,1+Year,Unfurnished,305-799-4675,"12,004"
CV25134450MR,Single Family,311,311  E Lemon AVE ,GLENDORA,91741,3,2.00 (2 0 0 0),,$0.00,,"$4,000","$4,000","$4,000","1,329",$3.01,1959,0,"Dryer,Dryer Included,Room,Washer,Washer Included",,1-Year,Unfurnished,626-484-3584,"5,789"
CV25136589MR,Single Family,1019,1019  E Dalton AVE ,GLENDORA,91741,4,2.00 (2 0 0 0),,$0.00,,"$4,000","$4,000","$4,000","1,546",$2.59,1962,2,Garage,,1-Year,Unfurnished,949-697-0508,"8,744"
CV25139137MR,Single Family,3007,3007   Olive ST ,HUNTINGTON PARK,90255,4,2.00 (2 0 0 0),,$0.00,,"$4,000","$6,000","$4,000","2,018",$1.98,1925,2,In Kitchen,No,1-Year,Unfurnished,909-730-4876,"6,495"
GD25138229IT,Condominium,5340,5340   Wilkinson AVE #1,NORTH HOLLYWOOD,91607,2,3.00 (2 0 1 0),,$0.00,,"$4,000","$4,000","$4,000","1,513",$2.64,1982,2,"Dryer,Dryer Included,Inside,Washer,Washer Included",,1-Year,Unfurnished,8189009121,"10,605"
25555779,Apartment,525,525  N Wilton Pl #406,Los Angeles,90004,2,2.00 (2 0 0 0),,$500.00,,"$4,095","$2,000","$4,095","1,152",$3.55,2020,0,In Unit,Call,1-Year,Unfurnished,833-525-3273,"5,984"
DW25136011MR,Single Family,133,133  W 91st ST ,LOS ANGELES,90003,5,3.00 (3 0 0 0),,$0.00,200,"$4,100","$4,100","$4,100","1,895",$2.16,2018,2,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,626-297-4824,"5,202"
DW25139770MR,Single Family,2695,2695   Oregon AVE ,LONG BEACH,90806,4,2.00 (2 0 0 0),,$0.00,,"$4,100","$7,500","$4,100","1,952",$2.10,1940,2,"Garage,Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,562-533-5600,"6,468"
25546533,Single Family,2230,2230  W 30th St ,Los Angeles,90018,3,1.00 (1 0 0 0),,,,"$4,100","$4,100","$4,100","1,776",$2.31,1909,2,In Kitchen,Call,"12 Months,1-Year,1+Year,24 Months,Negotiable",Unfurnished,818-437-0618,"5,208"
SR25125691MR,Single Family,7257,7257   Shoup AVE ,WEST HILLS,91307,4,2.00 (1 1 0 0),,$0.00,,"$4,100","$4,100","$4,100","1,409",$2.91,1963,2,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,310-409-9072,"7,508"
25555635,,11950,11950   Erwin Street St #B-690,North Hollywood,91606,2,2.00 (2 0 0 0),,,,"$4,144",$750,"$4,144","1,081",$3.83,,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,"86,735"
25555675,Condominium,970,970   Palm Ave #207,West Hollywood,90069,2,2.00 (2 0 0 0),,,,"$4,150","$4,150","$4,150",906,$4.58,1963,2,Community,Call,1+Year,Unfurnished,217-725-1825,"35,580"
25554779,,3545,3545   Wilshire  #0924,Los Angeles,90020,1,1.00 (1 0 0 0),,,,"$4,175","$1,000","$4,175",913,$4.57,2024,0,In Unit,Call,1+Year,Unfurnished,833-525-3273,"57,811"
25555707,,415,415  S LE DOUX RD #103,LOS ANGELES,90048,2,2.00 (2 0 0 0),,,,"$4,190","$4,190","$4,190",,$0,2019,2,In Unit,Yes,1+Year,Unfurnished,310-988-8923,"10,297"
25554861,,850,850   Wilcox  #103,Los Angeles,90038,3,3.00 (3 0 0 0),,,,"$4,195","$4,195","$4,195","1,387",$3.02,,2,In Unit,Yes,1-Year,Unfurnished,310-473-3000,"20,000"
PTP2504683MR,Apartment,1124,1124   Sherbourne DR #35,WEST HOLLYWOOD,90069,2,2.00 (2 0 0 0),,$0.00,,"$4,195","$4,195","$4,195","1,180",$3.56,1957,1,Inside,Yes,,Unfurnished,,"28,749"
SB25140592MR,Apartment,103,103   Paseo De La Playa  ,REDONDO BEACH,90277,2,2.00 (1 1 0 0),,$0.00,100,"$4,200","$4,200","$4,200","1,200",$3.50,1957,1,"Gas Or Electric Dryer Hookup,Laundry Area,Room",No,1-Year,Unfurnished,310-795-4447,"9,358"
SR25140879MR,Single Family,29028,29028   Raintree LN ,SAUGUS,91390,4,3.00 (3 0 0 0),,$500.00,,"$4,200","$4,200","$4,200","2,229",$1.88,2000,3,Room,,"1-Year,Negotiable",Unfurnished,661-210-9456,"8,665"
WS25140957MR,Single Family,1921,1921   Valemont AVE ,ROWLAND HEIGHTS,91748,4,3.00 (2 1 0 0),,$0.00,,"$4,200","$4,200","$4,200","2,258",$1.86,1960,2,In Carport,,1-Year,Unfurnished,626-262-3620,"16,470"
25554981,,28703,28703   Calle De La Paz Dr #128,Valencia,91354,3,3.00 (2 0 1 0),,,,"$4,200","$4,200","$4,200","1,660",$2.53,2007,0,Inside,Call,Other,Unfurnished,310-293-6403,"730,766"
225003139VC,Condominium,26664,26664   Seagull WAY #B104,MALIBU,90265,1,1.00 (1 0 0 0),,,,"$4,200","$8,400","$4,200",696,$6.03,1973,2,,,,Unfurnished,,"188,843"
25554437,,23838,23838   Victory Blvd ,Woodland Hills,91367,3,2.00 (2 0 0 0),,,,"$4,200","$4,200","$4,200","1,490",$2.82,1960,1,In Kitchen,Call,1+Year,Unfurnished,310-963-6797,"7,220"
BB25137938MR,Apartment,11810,11810   Gilmore ST ,NORTH HOLLYWOOD,91606,4,3.00 (3 0 0 0),,$0.00,,"$4,200","$4,200","$4,200","1,693",$2.48,2024,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-208-0495,"11,245"
GD25139139IT,Single Family,6621,6621   Chimineas AVE ,RESEDA,91335,3,1.00 (1 0 0 0),,$0.00,,"$4,200","$4,200","$4,200","1,043",$4.03,1950,2,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,213-785-4846,"7,209"
25554699,,854,854   4th St #B,Santa Monica,90403,1,1.00 (1 0 0 0),,,,"$4,250","$4,250","$4,250",800,$5.31,1931,0,In Unit,Yes,"12 Months,6 Months",Both,310-699-9224,"7,510"
25554125,,1439,1439  N Poinsettia Pl #303,Los Angeles,90046,3,3.00 (3 0 0 0),,,,"$4,295","$4,295","$4,295","1,478",$2.91,2014,2,In Unit,Yes,1-Year,Unfurnished,310-473-3000,"23,006"
BB25137957MR,Apartment,11814,11814 1/2  Gilmore ST ,NORTH HOLLYWOOD,91606,4,4.00 (4 0 0 0),,$0.00,,"$4,295","$4,295","$4,295","1,785",$2.41,2024,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-208-0495,"11,245"
25555959,,2512,2512   Kansas Ave #A,Santa Monica,90404,3,2.00 (2 0 0 0),,,,"$4,295","$4,295","$4,295","1,000",$4.30,,1,Community,Call,"1+Year,1-Year,12 Months",Unfurnished,424-258-4651,"12,382"
25554255,,1252,1252  N Crescent Heights Blvd #4,West Hollywood,90046,2,2.00 (2 0 0 0),,,,"$4,299","$4,299","$4,299",,$0,1950,1,Laundry Closet Stacked,Call,1+Year,Unfurnished,213-280-9620,"14,832"
25555621,Single Family,6222,6222   Bakman Ave ,North Hollywood,91606,3,2.00 (2 0 0 0),,,,"$4,300","$4,300","$4,300","1,598",$2.69,1940,2,In Unit,Call,1+Year,Unfurnished,818-858-9272,"7,378"
